V1,V2,V3,V4,V5,V6,V7,V8
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn83045001","El Democrata fronterizo.","J. Cardenas","Laredo, Tex.","Texas--Webb--Laredo","1896","1920","http://chroniclingamerica.loc.gov/lccn/sn83045001.json"
"sn83045001","El Democrata fronterizo.","J. Cardenas","Laredo, Tex.","Texas--Webb--Laredo","1896","1920","http://chroniclingamerica.loc.gov/lccn/sn83045001.json"
"sn83045001","El Democrata fronterizo.","J. Cardenas","Laredo, Tex.","Texas--Webb--Laredo","1896","1920","http://chroniclingamerica.loc.gov/lccn/sn83045001.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86088181","San Marcos free press.","Isaac H. Julian","San Marcos, Tex.","Texas--Hays--San Marcos","1877","1892","http://chroniclingamerica.loc.gov/lccn/sn86088181.json"
"sn86088181","San Marcos free press.","Isaac H. Julian","San Marcos, Tex.","Texas--Hays--San Marcos","1877","1892","http://chroniclingamerica.loc.gov/lccn/sn86088181.json"
"sn86088181","San Marcos free press.","Isaac H. Julian","San Marcos, Tex.","Texas--Hays--San Marcos","1877","1892","http://chroniclingamerica.loc.gov/lccn/sn86088181.json"
"sn89070104","The Jewish monitor.","[s.n.]","Fort Worth-Dallas, Tex.","Texas--Tarrant--Fort Worth","191?","1921","http://chroniclingamerica.loc.gov/lccn/sn89070104.json"
"sn89070104","The Jewish monitor.","[s.n.]","Fort Worth-Dallas, Tex.","Texas--Tarrant--Fort Worth","191?","1921","http://chroniclingamerica.loc.gov/lccn/sn89070104.json"
"sn89070104","The Jewish monitor.","[s.n.]","Fort Worth-Dallas, Tex.","Texas--Tarrant--Fort Worth","191?","1921","http://chroniclingamerica.loc.gov/lccn/sn89070104.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86064199","El Paso daily herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1881","1901","http://chroniclingamerica.loc.gov/lccn/sn86064199.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn85042551","Amarillo daily news.","Amarillo Pub. Co.","Amarillo, Tex.","Texas--Potter--Amarillo","19??","current","http://chroniclingamerica.loc.gov/lccn/sn85042551.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn86088049","The daily Panhandle.","P.E. Boesen","Amarillo, Tex.","Texas--Potter--Amarillo","1906","19??","http://chroniclingamerica.loc.gov/lccn/sn86088049.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86071197","The Houston daily post.","Houston Post Pub. Co.","Houston, Tex.","Texas--Harris--Houston","1886","1903","http://chroniclingamerica.loc.gov/lccn/sn86071197.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn88084272","El Paso herald.","Herald News Co.","El Paso, Tex.","Texas--El Paso--El Paso","1901","1931","http://chroniclingamerica.loc.gov/lccn/sn88084272.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86071158","Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","1898","http://chroniclingamerica.loc.gov/lccn/sn86071158.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86090803","The Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","189?","http://chroniclingamerica.loc.gov/lccn/sn86090803.json"
"sn86090803","The Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","189?","http://chroniclingamerica.loc.gov/lccn/sn86090803.json"
"sn86090803","The Fort Worth gazette.","Democrat Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1891","189?","http://chroniclingamerica.loc.gov/lccn/sn86090803.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088652","Bryan morning eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86088652.json"
"sn86088652","Bryan morning eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86088652.json"
"sn86088652","Bryan morning eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86088652.json"
"sn86088792","Bryan daily eagle.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1918","1969","http://chroniclingamerica.loc.gov/lccn/sn86088792.json"
"sn86088792","Bryan daily eagle.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1918","1969","http://chroniclingamerica.loc.gov/lccn/sn86088792.json"
"sn86088792","Bryan daily eagle.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1918","1969","http://chroniclingamerica.loc.gov/lccn/sn86088792.json"
"sn88083938","The Bryan daily eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1895","1898","http://chroniclingamerica.loc.gov/lccn/sn88083938.json"
"sn88083938","The Bryan daily eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1895","1898","http://chroniclingamerica.loc.gov/lccn/sn88083938.json"
"sn88083938","The Bryan daily eagle.","Connelly, Palmer & Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1895","1898","http://chroniclingamerica.loc.gov/lccn/sn88083938.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"sn86099906","The Brownsville daily herald.","Jesse O. Wheeler","Brownsville, Tex.","Texas--Cameron--Brownsville","1897","1910","http://chroniclingamerica.loc.gov/lccn/sn86099906.json"
"2013271050","The daily enterprise.","[Beaumont Enterprise Pub.]","Beaumont, Tex.","Texas--Jefferson--Beaumont","1898","190?","http://chroniclingamerica.loc.gov/lccn/2013271050.json"
"2013271050","The daily enterprise.","[Beaumont Enterprise Pub.]","Beaumont, Tex.","Texas--Jefferson--Beaumont","1898","190?","http://chroniclingamerica.loc.gov/lccn/2013271050.json"
"2013271050","The daily enterprise.","[Beaumont Enterprise Pub.]","Beaumont, Tex.","Texas--Jefferson--Beaumont","1898","190?","http://chroniclingamerica.loc.gov/lccn/2013271050.json"
"sn86064255","The Randall County news.","News Pub. Co.","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1908","1926","http://chroniclingamerica.loc.gov/lccn/sn86064255.json"
"sn86064255","The Randall County news.","News Pub. Co.","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1908","1926","http://chroniclingamerica.loc.gov/lccn/sn86064255.json"
"sn86064255","The Randall County news.","News Pub. Co.","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1908","1926","http://chroniclingamerica.loc.gov/lccn/sn86064255.json"
"sn86071101","The Beaumont enterprise.","Beaumont Enterprise Pub. Co.","Beaumont, Tex.","Texas--Jefferson--Beaumont","1904","current","http://chroniclingamerica.loc.gov/lccn/sn86071101.json"
"sn86071101","The Beaumont enterprise.","Beaumont Enterprise Pub. Co.","Beaumont, Tex.","Texas--Jefferson--Beaumont","1904","current","http://chroniclingamerica.loc.gov/lccn/sn86071101.json"
"sn86071101","The Beaumont enterprise.","Beaumont Enterprise Pub. Co.","Beaumont, Tex.","Texas--Jefferson--Beaumont","1904","current","http://chroniclingamerica.loc.gov/lccn/sn86071101.json"
"sn86088093","The stayer.","R.W. Morgan","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1896","1903","http://chroniclingamerica.loc.gov/lccn/sn86088093.json"
"sn86088093","The stayer.","R.W. Morgan","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1896","1903","http://chroniclingamerica.loc.gov/lccn/sn86088093.json"
"sn86088093","The stayer.","R.W. Morgan","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1896","1903","http://chroniclingamerica.loc.gov/lccn/sn86088093.json"
"sn86088199","Canyon City news.","Geo. A. Brandon","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1903","1908","http://chroniclingamerica.loc.gov/lccn/sn86088199.json"
"sn86088199","Canyon City news.","Geo. A. Brandon","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1903","1908","http://chroniclingamerica.loc.gov/lccn/sn86088199.json"
"sn86088199","Canyon City news.","Geo. A. Brandon","Canyon City, Tex.","Texas--Randall--Canyon|Texas--Randall--Canyon City","1903","1908","http://chroniclingamerica.loc.gov/lccn/sn86088199.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088572","The Bryan eagle.","Conelly, Palmer and Carnes","Bryan, Tex.","Texas--Brazos--Bryan","1880","1913","http://chroniclingamerica.loc.gov/lccn/sn86088572.json"
"sn86088651","Bryan daily eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1918","http://chroniclingamerica.loc.gov/lccn/sn86088651.json"
"sn86088651","Bryan daily eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1918","http://chroniclingamerica.loc.gov/lccn/sn86088651.json"
"sn86088651","Bryan daily eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1918","http://chroniclingamerica.loc.gov/lccn/sn86088651.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn95078907","Bryan morning eagle and pilot.","Eagle Print. Co.","Bryan, Tex.","Texas--Brazos--Bryan","1909","1909","http://chroniclingamerica.loc.gov/lccn/sn95078907.json"
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
"sn86088527","Corpus Christi caller and daily herald.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1911","1917","http://chroniclingamerica.loc.gov/lccn/sn86088527.json"
"sn86088527","Corpus Christi caller and daily herald.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1911","1917","http://chroniclingamerica.loc.gov/lccn/sn86088527.json"
"sn86088527","Corpus Christi caller and daily herald.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1911","1917","http://chroniclingamerica.loc.gov/lccn/sn86088527.json"
"sn84022097","The San Saba news.","Melton & Millican","San Saba, Tex.","Texas--San Saba--San Saba","1873","1966","http://chroniclingamerica.loc.gov/lccn/sn84022097.json"
"sn84022097","The San Saba news.","Melton & Millican","San Saba, Tex.","Texas--San Saba--San Saba","1873","1966","http://chroniclingamerica.loc.gov/lccn/sn84022097.json"
"sn84022097","The San Saba news.","Melton & Millican","San Saba, Tex.","Texas--San Saba--San Saba","1873","1966","http://chroniclingamerica.loc.gov/lccn/sn84022097.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86064205","Fort Worth daily gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86064205.json"
"sn86088452","San Saba County news.","Geo. H. Hagan","San Saba, Tex.","Texas--San Saba--San Saba","1874","19??","http://chroniclingamerica.loc.gov/lccn/sn86088452.json"
"sn86088452","San Saba County news.","Geo. H. Hagan","San Saba, Tex.","Texas--San Saba--San Saba","1874","19??","http://chroniclingamerica.loc.gov/lccn/sn86088452.json"
"sn86088452","San Saba County news.","Geo. H. Hagan","San Saba, Tex.","Texas--San Saba--San Saba","1874","19??","http://chroniclingamerica.loc.gov/lccn/sn86088452.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86088529","Fort Worth weekly gazette.","Stock Journal Pub. Co.","Fort Worth, Tex.","Texas--Tarrant--Fort Worth","1882","1891","http://chroniclingamerica.loc.gov/lccn/sn86088529.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn87091222","The San Saba weekly news.","J.E. Vernor","San Saba, Tex.","Texas--San Saba--San Saba","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn87091222.json"
"sn87091222","The San Saba weekly news.","J.E. Vernor","San Saba, Tex.","Texas--San Saba--San Saba","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn87091222.json"
"sn87091222","The San Saba weekly news.","J.E. Vernor","San Saba, Tex.","Texas--San Saba--San Saba","18??","1???","http://chroniclingamerica.loc.gov/lccn/sn87091222.json"
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
